"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"73870","ENST00000302326.4",1488.58,1209.41,1612.89,1472.3,1586.35,1475.75,1528.61,1569.7,1568.65,1550.73,1357.95,1524.37,1526.51,1407.46,1661.35,1412.73
"73871","ENST00000424656.1",3.41998,24.5946,14.1083,13.7022,11.3136,7.43898,6.3874,14.3013,22.3548,0.272146,13.0526,24.5438,6.49438,11.5386,35.6478,7.27119
"73872","ENST00000497225.1",0,0,0,0,3.33257,6.80936,0,0,0,0,1.28286e-08,0.0854085,0,0,0,0
"73898","ENST00000423807.5",7.00696,2,5,6,6,7,11,5,6,8,3,8,4,9,8,3
"73930","ENST00000398344.8",24.4842,33.6486,36.7653,58.9451,53.1151,26.8846,53.9314,35.4915,37.7913,27.3024,42.2945,22.611,43.3527,41.7814,14.4803,33.1633
"73931","ENST00000350608.7",219.24,184.793,202.35,216.131,230.344,274.126,233.595,181.815,91.411,101.587,90.9929,104.598,95.0195,108.751,97.6921,80.0209
"73932","ENST00000428792.1",23.1215,14.643,17.7257,25.9262,29.8548,16.4614,21.1848,17.3752,25.783,22.1231,18.5051,15.9276,10.0521,13.8271,14.4634,19.2642
"73933","ENST00000404092.5",0,0,0,0,1.4236,0,0,0,0,0,0,0,0,0,0,0
"73934","ENST00000444947.2",8.624,6.94272,7.23293,5.57595,8.30069,9.90606,17.6424,13.7389,6.9883,12.6258,20.1871,9.85809,13.9834,11.3134,13.1717,15.1754
"73953","ENST00000620804.1",389.476,599.068,586.189,432.972,496.556,568.569,595.249,452.557,413.217,475.692,592.959,550.747,431.965,493.291,612.572,356.677
"74020","ENST00000356689.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"74072","ENST00000407464.6",2513.08,2651.97,2689.21,2717.55,2482.29,2470.04,2646.14,2477.49,1280.63,1409.51,1298.49,1355.04,1348.52,1511.25,1264.73,1441.48
"74073","ENST00000407598.2",69.9463,2.22714,6.68912,119.493,74.0359,135.423,68.8231,101.324,67.9793,70.7129,0.000958222,28.0192,44.4819,2.91566,62.8658,0.0298676
"74074","ENST00000443632.2",0,0,0,3.14615e-07,0,0,1.87273e-08,0,0,0,0,0,0,0,0,0
"74181","ENST00000523184.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"74220","ENST00000263095.10",6,4.00176,4.00151,6,9,7,3,9,2,7.00296,5,8,5,6,4,2
"74400","ENST00000425046.1",13,26,29,12,21,21,22,15,20,21,25,23,13,17,16,18
"74411","ENST00000646701.1",8.86416e-07,0,0.000162379,0.000215206,1.33477e-05,0,0,1.78209e-08,10.3624,0,0,0,4.07369e-05,0,0.000350757,26.8163
"74676","ENST00000491511.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"74746","ENST00000324787.9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"74804","ENST00000249016.4",1044.62,924.034,1189.12,1166.33,1103.49,1022.29,1205.04,1066.8,369.513,339.778,371.291,394.966,345.546,353.845,372.435,368.009
"74805","ENST00000498400.1",122.717,190.674,95.5406,110.134,150.049,169.522,140.214,117.551,71.2016,40.0798,90.8611,26.634,32.027,99.4118,48.377,24.6115
"74806","ENST00000381433.2",206.159,234.352,221.977,141.206,158.577,177.802,234.034,172.239,32.8432,56.3017,38.8517,77.6358,102.557,49.8678,42.1893,53.4997
"74807","ENST00000465662.1",54.505,65.9398,47.3609,70.3332,66.882,67.3872,86.7092,77.4145,2.44182,26.8402,5.99654,17.7644,20.8698,6.87595,20.9988,21.8795
"74883","ENST00000409652.4",1957.97,2143.93,2140,2238,1938,1944.97,2061,2049,1816,1903,1993.98,2064,2032.97,1918,2050,2012.98
"75177","ENST00000402966.1",1000,956,957,1026,989,1009,1013,942,1031,1001,1083,925,995,1035,942,1006
"75236","ENST00000642043.1",4.83177,5.00809,3.00485,2,3,0,3.00485,1.00162,2.00323,5.00809,5.00809,2,0,2.00287,6,5.00809
"75388","ENST00000266088.8",1034.39,1031.02,954.937,1039.05,982.147,986.192,869.244,1161.43,835.79,937.105,1090.34,1043.22,1007.89,1170.59,842.015,1012.38
"75389","ENST00000486394.1",72.411,59.5429,29.9333,47.4064,52.4705,62.9494,27.8486,84.7944,76.5803,78.5466,54.8991,58.1188,42.4199,19.5229,59.8791,78.6115
"75390","ENST00000477969.1",37.7715,26.8217,50.4886,62.3378,12.3279,53.2527,46.1449,40.0568,23.1564,49.0219,18.6399,32.8936,51.6014,43.0306,25.4401,59.7566
"75391","ENST00000543737.2",728.425,720.619,1004.64,783.208,977.054,899.606,894.762,748.718,1104.47,884.327,903.125,845.771,970.085,662.854,1054.67,911.255
"75399","ENST00000296736.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75567","ENST00000557114.5",0,0,0,0,0.470089,0,0,0,0,0,0,0,1.45717,0,0,0
"75634","ENST00000367183.7",14,14,7.38503,8.43465,16,13,13.7063,13,8,9,5.45292,10.5433,5.11089,9,12,10.9058
"75698","ENST00000613282.3",0,0,0,0,1.00215,0,0,0,0,0,0,0,0,0,0,0
"75768","ENST00000577483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75882","ENST00000642361.1",0,0,0,0,2.08364,0,0,0,0,1,0,0,0,0,0.458924,1.43067
"75989","ENST00000313237.9",744.84,705.085,740.576,637.079,741.575,536.591,575.154,803.864,634.405,789.958,634.06,567.977,493.596,608.371,687.468,841.041
"75990","ENST00000629843.2",993.862,877.899,1126.39,1344.85,962.555,1035.06,943.411,1233.08,692.255,659.024,416.363,717.191,896.781,801.48,640.284,674.933
"75991","ENST00000414269.1",103.942,108.348,69.6846,94.5057,59.3001,49.9296,95.9376,70.9903,62.0801,66.2366,62.8589,73.3286,59.5601,50.8334,81.0239,41.5201
"75992","ENST00000420689.1",14.3228,2.65445,0,70.6939,9.63858e-05,16.9733,1.68311e-06,34.8326,1.39474e-06,0,0.000121601,0,1.48111e-07,26.7274,0.0909519,15.948
"75993","ENST00000490679.5",25.457,48.9663,59.8557,22.2442,52.7226,26.8348,21.3767,43.8697,37.469,22.8802,34.6602,62.4639,52.4214,24.619,80.1632,60.4492
"75994","ENST00000460507.5",0,0,0,0,0,0,2.2918,0,0,0,0,0,0,0,0,0
"75998","ENST00000491522.1",0,0,1.24989,0,0,0,0,0,0,0,0,0,0,0,0,0
"75999","ENST00000396103.7",414.576,745.047,427.239,281.623,678.847,701.609,685.829,406.36,805.791,568.901,895.058,649.039,549.641,552.969,727.971,556.108
"76374","ENST00000569225.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"76678","ENST00000377767.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"76679","ENST00000377780.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"76770","ENST00000469605.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"76781","ENST00000509059.5",1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1
"76796","ENST00000402918.6",1221.82,1169.26,1568.03,1418.82,749.504,737.585,1332.87,1393.02,1446.34,1067.94,742.353,1264.36,1441.82,1607.97,1430.32,1542.3
"76798","ENST00000424973.5",27.6823,17.6278,36.4231,15.2552,22.4802,15.8924,32.5695,1.40861,29.1837,17.218,17.4213,27.9226,29.5982,29.3904,25.1848,14.9814
"76801","ENST00000415408.1",0,0,0,3.50584,0,0,0,8.78103,0,4.5296,0,0,0,0,0,0
"76802","ENST00000613079.4",537.501,452.117,60.5449,315.42,842.016,839.522,290.559,312.791,295.475,358.31,851.226,346.716,215.582,126.639,276.498,101.717
"76925","ENST00000314328.13",2198.4,1365.02,1904.02,1602.11,1946.46,1492.63,1809.31,1213.37,1800.43,1244.29,1780.48,2344.59,1613.35,1651.01,1960.22,1266.53
"76926","ENST00000416735.5",0,0,6.62307,9.65024,0,5.60605,0,0,0,0,0,0,0,0,0,0
"76927","ENST00000541492.1",67.2253,128.201,147.874,103.439,165.035,172.555,69.5042,73.6086,112.839,165.182,182.885,197.172,167.948,167.392,186.004,158.058
"76928","ENST00000440893.1",26.7012,50.2092,1.9004e-05,3.25211,5.85412,7.11235,24.8155,29.8147,0.0115185,0,22.6026,0,0.887908,11.9497,18.8761,0
"76930","ENST00000437398.5",2481.67,3317.57,3007.48,3137.55,2829.12,2999.53,2682.37,3547.91,2855.72,3314.52,2917.03,2592.23,2975.44,3113.51,2710.9,3508.41
"76987","ENST00000551351.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"77070","ENST00000485501.5",0,0,2.91873,0,3.28774,0,2.33692,2.169,2.94087,2.06791,0,0,0,0,0,0
"77072","ENST00000396811.6",137.572,79.6363,88.9701,121.589,80.3089,137.876,153.869,103.592,56.186,112.012,151.523,155.364,125.929,96.7283,121.697,142.531
"77073","ENST00000216029.7",206.474,193.31,127.632,199.629,157.875,171.229,206.088,177.671,185.606,236.407,173.129,200.152,230.622,181.366,205.964,213.295
"77074","ENST00000492537.5",0,0,0,0,0,0,0,0,0,0,0,0,0,7.84099,0,9.36045e-06
"77075","ENST00000492576.5",0,0,10.1908,0,0,0,0,0,7.14405,0,0,0,0,1.62243,0,0
"77077","ENST00000489847.1",0,0,6.42823,0,0,0,0,0,4.03709,0,0,0,0,0,0,0
"77079","ENST00000619293.1",209.954,164.054,245.861,173.781,191.528,213.895,151.706,157.568,216.086,200.513,173.348,195.484,112.449,202.442,117.339,128.174
"77117","ENST00000546020.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"77179","ENST00000350028.4",283,381,367,384,276,324.47,388.581,363,351,396,376,356,392,413,373.652,412
"77182","ENST00000494795.1",0,0,0,0,0,1.12848,0,0,0,0,0,0,0,0,0,0
"77183","ENST00000465768.1",0,0,0,0,0,0.401624,0,0,0,0,0,0,0,0,0,0
"77556","ENST00000303592.3",882,793,816,777,699,743,835,789,785,779,880,783,699,827,900,822
"77616","ENST00000488141.5",12.5928,41.1019,26.9839,0,21.4298,17.1316,0,58.4846,47.7589,35.8206,20.8183,0,13.7752,61.9307,8.50421,0
"77617","ENST00000403299.5",0.0665715,0.00199986,0,0,7.33374e-08,1.87897e-06,0,0.00140127,0,0,0,0,0.000325747,0.0517128,26.2381,0
"77619","ENST00000406271.7",0,0.000101824,2.22842,0,0.000782975,0,0,0,0,1.13124,0,0,0,0.0141043,0,5.63539e-06
"77620","ENST00000251973.9",781.445,744.924,665.839,708.466,667.846,732.657,815.773,726.173,717.472,782.556,675.045,790.165,663.83,779.92,709.854,723.099
"77621","ENST00000437756.5",0,0,0,0,7.7127,0,0,0,0,0,0,0,0,0,0,0
"77622","ENST00000486118.1",0,0,0,0,0,0,0,4.12724,0,0,0,0,3.06229,0,0,0
"77623","ENST00000433485.1",23.7299,28.4908,28.4007,12.7475,18.0103,43.6176,18.1671,32.0326,30.799,20.4782,14.1366,40.4533,30.5002,34.7789,15.0162,46.4411
"77624","ENST00000476871.5",6.16556,2.48163,7.54822,7.78623,0,5.59363,6.06023,11.1812,18.97,6.01365,0,8.3812,15.8319,6.30468,3.38792,14.46
"77659","ENST00000248923.8",2000.63,1757.69,1831.81,1829.07,1677.61,1925.33,1562.33,1716.55,2592.1,2332.78,2424.29,2460.89,2407.52,2247.78,2308.78,2495.34
"77661","ENST00000411974.5",0,0,0,0,0,0,0,0,0,0,0,0,3.12692,0,0,0
"77662","ENST00000412658.5",57.3197,23.3324,32.2693,29.4739,65.4678,56.4985,52.5312,40.8446,316.856,309.195,370.354,318.447,301.88,319.701,257.234,224.279
"77663","ENST00000445029.5",0,0,0,0,0,3.43914,0,0,0,0,0,0,0,0,0,0
"77664","ENST00000419133.5",0,0,25.1927,0,0,9.0528e-05,0,0,34.5548,0,10.0895,0,8.27891,39.5175,0,0
"77665","ENST00000400382.5",0,7.41949e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77666","ENST00000438643.6",109.845,105.206,120.549,153.077,109.361,146.916,108.193,129.94,348.975,356.748,307.853,393.115,351.077,357.429,342.427,338.87
"77667","ENST00000452551.5",0,0,0,0,0,0,0,0,109.686,19.4209,79.4964,2.15524,0.20612,9.45062,16.1269,0.000709316
"77668","ENST00000412898.5",0,0,0,0,0,0,0,0,0,0,0,1.94262,0,0,0,3.98141
"77670","ENST00000455483.5",0,0,3.63604e-07,0,0,0.00452811,0,0,1.20432e-08,0.00742113,0.016687,0,1.06414e-08,3.07135,3.9755,0
"77671","ENST00000430289.5",0,0,0,2.14167,0,0,0,0,0,0,0,0,0,0,0,2.28353
"77673","ENST00000432867.5",10.622,25.0388,0,16.9452,9.92525,26.5353,23.5652,10.306,43.1918,41.4049,49.1891,46.4347,55.9658,137.519,71.7929,33.1158
"77674","ENST00000451366.5",0,0,0,0,4.93537e-05,0,0,0,0,0,0,0,0,0,0,0
"77675","ENST00000428855.5",152.502,176.11,184.937,123.076,208.524,118.378,197.883,168.978,0,58.281,39.8184,32.7279,0,0,29.0101,47.6683
"77679","ENST00000466310.5",0,0,0,0,0,0,0,0,0,9.07396,0,0,0,0,0,0
"77680","ENST00000401885.5",0,0,0.0223933,0,0,0,0,0,3.59357e-06,0,0,0,0,0,0,0
"77681","ENST00000404532.5",68.2418,147.605,183.102,85.9695,174.31,69.7514,102.313,179.745,320.846,212.992,306.214,213.347,209.846,242.056,360.164,156.713
"77682","ENST00000403838.5",121.956,90.0895,91.3964,138.526,133.93,125.085,104.533,63.7676,165.359,152.412,164.382,211.814,164.633,181.018,102.313,174.222
"77683","ENST00000404223.5",0,0,0,0,0,0,0,0,0,0,9.40319,9.76306,0,0,10.4444,0
"77684","ENST00000404920.1",59.2378,58.4968,21.9499,47.3528,5.32451,79.2678,58.6879,36.4478,64.0948,102.38,24.868,1.95284e-05,50.4026,62.052,1.20099,60.9818
"77685","ENST00000490087.1",0,0,0,0,0,0,0,0,2.20926,0,0,0,0,18.8099,0,0
"77690","ENST00000359060.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78179","ENST00000480824.6",0,0,0,0,1,0,0,2,0,1.19329,0,0,0,1,0,1
"78373","ENST00000216223.9",802.741,743.375,743.375,776.93,807.904,776.93,800.16,745.956,704.657,718.854,705.948,736.922,668.514,793.707,645.291,782.092
"78374","ENST00000483573.1",23.6433,18.6954,22.6954,36.7094,54.0301,59.7094,53.9499,22.3888,27.2946,46.6082,68.1413,36.4619,38.588,20.7164,37.3467,42.0962
"78375","ENST00000453962.5",9.61523,18.9299,0.929871,8.36072,31.0661,17.3607,12.8898,16.6553,18.0481,14.5381,13.9108,9.61623,1.18267,25.5762,25.3627,20.8116
"78376","ENST00000429622.5",0,0,0,0,0,0,0,0,0,0,0,0,8.71518,0,0,0
"78533","ENST00000630971.2",51.7282,43.0615,25.5386,26.8557,33.8625,57.0283,44.2822,40.8517,39.0182,48.8824,33.7055,37.9711,33.07,60.6575,47.4488,34.6968
"78535","ENST00000630511.1",0,0,0,0,0,0,0.62336,0,0.305384,0,0,0,0,0,0.000200366,0
"78626","ENST00000378764.6",0,0,0,0,0,0.354848,0,0,1,0,0,1,1,0,1,0
"78666","ENST00000295065.9",0,0,0,0,0,0,1.02495,0,0,0,0,0,0,0,0,1.51142
"78737","ENST00000641638.1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"78959","ENST00000525618.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"79022","ENST00000545841.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"79114","ENST00000565693.6",0,2,3,2,3,1,1,1,0,1,1,1,1,1,0,2
"79203","ENST00000621454.2",144.19,130.51,136.007,176.253,153.486,170.863,154.661,169.48,191.148,149.619,109.535,166.232,180.028,130.293,169.013,166.461
"79311","ENST00000258774.9",3,1,0,0,1,0,2,1,1,2,3,0,1.00208,0,1,1
"79411","ENST00000468303.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79627","ENST00000343325.8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"79662","ENST00000540849.5",2,3,4,2.93474,6,7,5,4,1,4,9,6,5,6.94619,7,4
"79720","ENST00000640868.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79818","ENST00000447071.5",0,0,0,0,0,0,0.00695609,0,0,0,0,0,0,0,0,0
"79819","ENST00000248899.10",189.012,321.158,186.373,247.33,289.616,120.233,234.272,206.84,97.9385,206.175,266.925,228.88,131.858,90.6248,101.927,228.089
"79820","ENST00000397147.6",233.705,159.522,270.191,216.37,126.581,301.673,170.767,202.865,293.475,258.635,181.865,272.281,220.53,334.68,341.794,277.176
"79821","ENST00000415063.2",29.985,58.7732,24.3083,21.604,55.9054,0.00297795,51.033,50.2423,29.8094,24.8246,52.2154,21.0658,22.2347,12.9323,9.92356e-08,2.10437
"79841","ENST00000533903.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79914","ENST00000627316.1",20.2005,16.9532,14.6739,1.97907,21.3457,3.90162,4.45508,6.31603,13.5911,6.38323,2.42997,6.19163e-06,23.5953,0.997798,0.046347,12.2154
"79915","ENST00000620697.3",118.903,94.1492,102.304,137.989,117.759,141.724,154.738,151.736,154.014,120.201,179.161,130.533,108.39,138.297,122.189,126.994
"79916","ENST00000614504.3",511.765,491.064,488.281,521.156,435.546,454.282,487.232,458.043,520.043,475.019,455.062,520.113,511.212,478.947,478.364,522.031
"79918","ENST00000629666.2",7.27246,3.99091,4.1423,7.15292,6.05624,6.48165,11.4389,5.66062,7.28701,4.15721,7.00794,3.48621,4.88318,7.11557,2.496,6.01362
"79919","ENST00000626026.2",14.9228,4.55638,8.4643,22.7099,2.70082,19.9958,18.3635,15.984,14.4786,13.4122,10.1223,2.10079,1.90797,18.7442,9.66085,11.5739
"79920","ENST00000626854.2",0,0,2.1795,2.63069e-08,9.70481,0,0,0,0,0,0,0,0,0,5.05195,0
"79921","ENST00000631305.2",41.2582,63.9238,59.285,36.9271,55.8059,31.8067,66.9808,72.3421,70.9586,75.4714,55.573,73.1342,91.8276,62.7399,47.6398,86.3004
"79922","ENST00000628868.1",32.6095,26.3628,40.5231,28.8795,21.0813,15.4664,7.57979,10.9179,16.203,18.8264,10.644,12.3919,0,5.3061,19.8318,8.05502
"79923","ENST00000626238.1",1.06884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80320","ENST00000512591.1",30,20,21,12,12.9972,19,23.9956,23,11,5,12,10,18,15,16,6
"80331","ENST00000331163.10",915.21,929.702,961.622,942.092,914.083,919.962,947.533,865.435,946.553,966.288,968.391,918.233,1066.96,899.749,966.546,956.039
"80332","ENST00000381551.8",136.129,127.678,148.378,158.908,114.682,177.709,126.467,175.565,166.447,164.844,176.609,157.767,136.272,188.893,127.454,176.557
"80333","ENST00000455790.5",8.66184,30.6202,0,0,40.2347,18.3292,0,0.000227336,0,2.8673,0,3.20507e-07,15.7715,22.358,0,4.40444
"80378","ENST00000366711.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80443","ENST00000557936.5",0,0,0,0,1.06079,0,0,0,0,0,0,0,0,0,0,0
"80553","ENST00000376753.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"80692","ENST00000580874.1",5,9,6,10,8,8,11,3,0,1,1,3,8,4,3,5
"81097","ENST00000620609.4",0,0,0,0,0,0,0,0,0,0,0,0,0.59288,0,0,0
"81155","ENST00000401609.5",121.674,154.443,214.568,136.714,241.195,177.375,157.364,194.423,220.35,253.38,224.633,138.674,162.559,239.486,83.2075,262.652
"81158","ENST00000216146.8",101.366,164.311,57.5914,88.2088,69.3664,115.696,104.462,102.029,81.2008,107.717,84.0638,68.4461,82.3287,66.2102,130.702,118.826
"81159","ENST00000465618.5",0,0,0,2.33942,0,0,0,0,0,0,0,0,0,0,0,0
"81160","ENST00000467105.1",21.811,6.83327,34.7053,23.2163,22.7184,24.7317,14.2787,9.21333,15.7612,25.4277,38.7571,14.901,26.912,22.936,23.2412,15.9165
"81162","ENST00000481985.5",50.39,41.054,29.2171,41.5659,10.297,15.6673,31.5514,21.8035,25.3643,20.0714,9.9764,37.2393,56.8163,16.8609,37.2798,25.6405
"81163","ENST00000471290.1",0,0,0,0,0,0,0,2.18671,0,0,0,0,0,0,0,2.28843
"81164","ENST00000453303.5",123.306,142.641,140.371,138.797,121.319,136.189,119.37,124.846,71.634,97.3646,79.2939,124.864,158.812,123.642,130.95,123.719
"81165","ENST00000484358.1",11.4166,23.1957,6.74274,5.62834,11.0677,12.1615,2.27336e-07,10.276,28.3727,18.0903,19.0757,26.8628,29.0796,6.71609,10.9338,15.5398
"81167","ENST00000420536.1",0,0,11.2663,0,7.58591,0,9.46699,0,3.06884,0,9.35312,18.7851,2.5149e-06,29.1161,14.8659,2.21868e-05
"81170","ENST00000461967.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81447e-05,0
"81171","ENST00000498462.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10259,0
"81192","ENST00000612990.2",0,0,0,0,10.0747,0,0,0,0,0,0,10.0763,0,8.69602,0,12.0622
"81310","ENST00000456283.6",3,3,3,0,3,2.00034,1,1,1,2,1,0,2,0,0,1
"81686","ENST00000557320.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"81730","ENST00000420166.5",54.0584,64.5023,136.609,115.987,93.9912,131.034,133.862,80.7326,33.486,38.517,2.29133e-08,46.6481,49.2476,0,17.1533,55.9586
"81731","ENST00000418170.5",2970.25,3196.17,2743.21,2874.05,3386.31,3020.68,3080.37,3040.35,849.743,894.675,867.988,793.638,963.971,621.311,496.789,1068.63
"81733","ENST00000455359.5",20.3368,8.55535,3.71182e-05,0.713321,27.9447,0.123331,42.0983,0.0020611,0,0,25.853,24.5446,0,3.7134,48.8292,0.000670015
"81734","ENST00000216106.5",732.514,457.772,1002.19,870.25,463.756,448.159,548.926,606.676,890.771,656.808,924.159,784.169,699.782,975.975,1104.23,583.41
"81735","ENST00000498325.5",1.84054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81736","ENST00000464480.1",0,0,0,0,0,0,1.74043,1.56764,0,0,0,0,0,0,0,0
"81737","ENST00000498212.1",0,0,0,0,0,0,0,1.67437,0,0,0,0,0,0,0,0
"81787","ENST00000336156.9",2013.49,2168.44,1950.64,2025.18,1759.71,2111.53,2154.19,2174.98,1976.21,2012.15,1946.26,2024.87,1993.09,2144.92,2192,2143.09
"81788","ENST00000423262.5",219.98,209.736,135.823,234.828,215.981,209.968,210.297,194.327,255.064,93.7571,291.922,239.128,226.978,185.641,250.811,170.85
"81789","ENST00000251993.11",128.916,104.285,174.76,122.191,99.9991,112.826,80.7348,137.584,80.3398,149.27,43.3384,127.664,166.064,106.095,70.4271,123.608
"81792","ENST00000483374.1",14.3267,16.8469,39.0121,1.40814,0,19.1872,21.7806,1.88271e-06,20.5053,69.4654,38.3304,0,0.0062153,27.4271,18.176,25.7412
"81794","ENST00000474515.5",40.9424,2.62945,2.05125,22.6298,27.1636,41.233,1.95803,34.6012,26.867,31.3334,0,5.54912,27.3302,8.73411,11.1073,29.8907
"81795","ENST00000493003.1",0.004329,0,0,0.00318705,0,0,0,0,0,0,0,0,0,7.21726,0,0
"81797","ENST00000414854.5",66.7549,48.7149,33.8429,49.6495,49.2795,50.5488,48.1505,34.2005,73.1971,53.095,54.8118,51.1019,27.3242,22.2828,41.9952,52.7719
"81799","ENST00000486640.5",0,0,0,0,0,0,0,8.17963,0,0,0,0,0,0,0,0
"81802","ENST00000492273.1",20.5863,33.349,8.86741,16.113,23.854,18.711,19.8909,23.1227,21.8222,20.932,12.3382,18.6912,19.2058,19.6834,25.4844,15.0434
"81803","ENST00000341255.3",1040,1085,1106,1084,1003,1188,1118,1026,1131,1149,1116,1028,1053,1219,1164,1013
"82297","ENST00000490251.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"82316","ENST00000523822.1",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"82679","ENST00000337304.2",503.941,460.131,404.833,329.296,434.472,370.141,411.964,409.949,401.793,439.536,425.771,343.817,401.895,344.612,333.433,370.824
"82680","ENST00000396680.2",329.059,285.869,244.146,335.704,230.511,310.859,268.036,243.051,327.207,290.464,288.215,239.183,328.105,355.28,294.567,257.176
"82769","ENST00000216044.9",977.057,1075.07,922.559,909.478,964.445,1046.38,964.668,1041.52,970.889,1044.47,992.498,1011.87,993.443,1038.55,931.31,1046.81
"82770","ENST00000484657.5",1.20061,19.9335,29.4404,27.3039,1.55472,20.7727,0,21.4083,14.1103,9.04131,9.44017,18.2876,18.5569,15.4492,12.7729,10.2334
"82771","ENST00000418601.1",5.74174,0,0.000123783,2.3632,0,4.37201,41.0345,4.0711,0.00104074,0,12.0619,0,0,0,4.91724,3.46464
"82772","ENST00000461428.1",0,0,0,0,0,8.47437,0,0,0,0,0,0,0,0,0,0
"82776","ENST00000475959.1",0.00066816,0,0,8.85482,0,0,3.29731,0,0,0,0,0,0,0,0,1.49081
"82777","ENST00000458073.5",0,0,0,0,0,0,0,0,0,0,0,3.31438,0,0,0,0
"82779","ENST00000484971.1",0,0,0,0,0,0,0,0,0,6.7346,0,0,0,0,0,0
"82780","ENST00000487538.1",4.99813,0,1.75409e-05,0.510421,0,1.03076e-07,1.02788,9.50475,10.3505,0,5.2702,0,5.162,6.94432,0,17.4827
"83009","ENST00000215906.5",633.287,666.371,593.054,676.45,674.768,626.448,649.959,669.601,682.118,663.616,705.871,596.235,725.489,722.012,610.624,606.44
"83370","ENST00000485876.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"83379","ENST00000420296.1",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"83381","ENST00000482960.1",14.1205,5.87875,6.64335,8.14603,5.34762,2.75374,3.72423,8.06707,0.950554,2.45021,2.03563,1.04859,2.27043,1.25919,0.153467,6.13486
